/usr/local/lib/python3.10/dist-packages/torch/nn/modules/rnn.py:123: UserWarning: dropout option adds dropout after all but last recurrent layer, so non-zero dropout expects num_layers greater than 1, but got dropout=0.5 and num_layers=1
  warnings.warn(
Loading image features from img_features/ResNet-152-imagenet.tsv
Loading navigation graphs for 61 scans
R2RBatch loaded with 14039 instructions, using splits: train
Loading image features from img_features/ResNet-152-imagenet.tsv
Loading navigation graphs for 56 scans
R2RBatch loaded with 1021 instructions, using splits: val_seen
Loading image features from img_features/ResNet-152-imagenet.tsv
Loading navigation graphs for 11 scans
R2RBatch loaded with 2349 instructions, using splits: val_unseen
Training with sample feedback
31m 35s (- 22m 52s) (11600 57%) train loss: 0.7374, val_seen loss: 0.8852, success_rate: 0.333, val_unseen loss: 1.0554, success_rate: 0.204
31m 50s (- 22m 35s) (11700 58%) train loss: 0.7351, val_seen loss: 0.8926, success_rate: 0.331, val_unseen loss: 1.0734, success_rate: 0.198
32m 6s (- 22m 18s) (11800 59%) train loss: 0.7345, val_seen loss: 0.8996, success_rate: 0.348, val_unseen loss: 1.0690, success_rate: 0.201
32m 22s (- 22m 2s) (11900 59%) train loss: 0.7333, val_seen loss: 0.9211, success_rate: 0.346, val_unseen loss: 1.0842, success_rate: 0.210
32m 38s (- 21m 45s) (12000 60%) train loss: 0.7307, val_seen loss: 0.8728, success_rate: 0.333, val_unseen loss: 1.0547, success_rate: 0.220
32m 54s (- 21m 29s) (12100 60%) train loss: 0.7301, val_seen loss: 0.9049, success_rate: 0.374, val_unseen loss: 1.0740, success_rate: 0.218
33m 10s (- 21m 12s) (12200 61%) train loss: 0.7323, val_seen loss: 0.8783, success_rate: 0.364, val_unseen loss: 1.0668, success_rate: 0.206
33m 25s (- 20m 55s) (12300 61%) train loss: 0.7307, val_seen loss: 0.8823, success_rate: 0.333, val_unseen loss: 1.0522, success_rate: 0.207
33m 40s (- 20m 38s) (12400 62%) train loss: 0.7221, val_seen loss: 0.8859, success_rate: 0.360, val_unseen loss: 1.0702, success_rate: 0.203
33m 56s (- 20m 21s) (12500 62%) train loss: 0.7269, val_seen loss: 0.8922, success_rate: 0.359, val_unseen loss: 1.0637, success_rate: 0.211
34m 11s (- 20m 5s) (12600 63%) train loss: 0.7206, val_seen loss: 0.8807, success_rate: 0.341, val_unseen loss: 1.0681, success_rate: 0.207
34m 27s (- 19m 48s) (12700 63%) train loss: 0.7240, val_seen loss: 0.9054, success_rate: 0.347, val_unseen loss: 1.0746, success_rate: 0.197
34m 43s (- 19m 31s) (12800 64%) train loss: 0.7188, val_seen loss: 0.8840, success_rate: 0.344, val_unseen loss: 1.0705, success_rate: 0.196
34m 58s (- 19m 15s) (12900 64%) train loss: 0.7234, val_seen loss: 0.9083, success_rate: 0.353, val_unseen loss: 1.0943, success_rate: 0.201
35m 14s (- 18m 58s) (13000 65%) train loss: 0.7227, val_seen loss: 0.9031, success_rate: 0.363, val_unseen loss: 1.0741, success_rate: 0.229
35m 30s (- 18m 42s) (13100 65%) train loss: 0.7206, val_seen loss: 0.8897, success_rate: 0.345, val_unseen loss: 1.0852, success_rate: 0.219
35m 46s (- 18m 25s) (13200 66%) train loss: 0.7162, val_seen loss: 0.8957, success_rate: 0.345, val_unseen loss: 1.0761, success_rate: 0.224
36m 1s (- 18m 8s) (13300 66%) train loss: 0.7198, val_seen loss: 0.8974, success_rate: 0.360, val_unseen loss: 1.0766, success_rate: 0.212
36m 17s (- 17m 52s) (13400 67%) train loss: 0.7118, val_seen loss: 0.8940, success_rate: 0.360, val_unseen loss: 1.0779, success_rate: 0.213
36m 33s (- 17m 36s) (13500 67%) train loss: 0.7131, val_seen loss: 0.9019, success_rate: 0.364, val_unseen loss: 1.0912, success_rate: 0.206
36m 48s (- 17m 19s) (13600 68%) train loss: 0.7123, val_seen loss: 0.8884, success_rate: 0.355, val_unseen loss: 1.0847, success_rate: 0.221
37m 4s (- 17m 3s) (13700 68%) train loss: 0.7140, val_seen loss: 0.8878, success_rate: 0.375, val_unseen loss: 1.0708, success_rate: 0.215
